activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XM-DAC-46008-cfa012360,1,2,"El Proyecto propuesto prevé la instalación de un complejo de salud en el Municipio de São Mateus, ubicado en el extremo norte del Estado de Espírito Santo, permitiendo la expansión, modernización y humanización del servicio de salud en la región.   El Proyecto se estructura con los siguientes 3 componentes: (i) Obras, equipamiento y modernización hospitalaria< (ii) Gestión del Proyecto< y (iii) Otros gastos.  En términos generales, incluye las siguientes obras y estudios, a saber: (i) implantación de un complejo de salud y la adquisición e instalación del equipamiento necesario para su funcionamiento< (ii) la contratación de estudios y proyectos complementarios para la implementación del sistema informatizado integrado de gestión hospitalaria< (iii) fortalecimiento institucional< y (iv) apoyo para la gestión de la ejecución del Proyecto, servicios de supervisión de obras y de soporte técnico-operacional y de aspectos ambientales y sociales, así como auditorías independientes, entre otros. Compone la implantación del complejo de salud, las obras de construcción de una unidad hospitalaria con aproximadamente 260 camas, además de los servicios de la Superintendencia Regional de Salud, el Centro Regional de Especialidades, la Farmacia Ciudadana y el Centro Regional de Sangre. ",,1
XM-DAC-46008-cfa010867,2,1,"Apoyar la inversión pública del Gobierno de Trinidad y Tobago para potenciar el desarrollo de la red vial nacional, específicamente a través de mejoras en la infraestructura, mantenimiento y mecanismos de gestión y planificación, mediante el reconocimiento de las inversiones realizadas o a realizarse entre los años 2017 y 2019.",,1
XM-DAC-46008-cfa010867,1,2,"El financiamiento propuesto, de libre disponibilidad, prevé otorgar recursos por USD 200 millones de rápido desembolso, mediante la reposición de recursos invertidos por el Gobierno Nacional entre los años 2017-2020, particularmente a través de los esfuerzos del Ministerio de Obras y Transporte en inversiones y mantenimiento de la vialidad, reformas sectoriales y planificación, destinados a mejorar la accesibilidad en el país a los distintos sectores del país.",,1
XM-DAC-46008-cfa004496,2,1,"El objetivo del Programa es contribuir con la política del Gobierno Nacional de apoyar la reducción de la pobreza, a través de proyectos de inversión en infraestructura y programas sociales que permitan mejorar las condiciones de vida de las poblaciones atendidas y propiciar oportunidades de desarrollo económico y social de las mismas. Todo ello con un enfoque de desarrollo humano integral y bajo el concepto de territorialidad, en el marco del proceso de descentralización regional que adelanta el Perú para atender necesidades locales y regionales.",,1
XM-DAC-46008-cfa004496,1,2,"""El Proyecto forma parte del """"Programa de Inversiones Sociales y de Infraestructura contra la Pobreza"""", dirigido esencialmente a disminuir los niveles de pobreza y a mejorar la dotación de infraestructura social existente en el Perú, dado que el 95% del programa es dirigido a obras de infraestructura y se destinan algunos recursos a mejorar las capacidades del la población a través de programas de educación rural y legalización de propiedades informales. El Programa está integrado por 267 proyectos localizados en 23 departamentos (gobiernos subnacionales) y con una inversión para el 2007 que alcanza el valor de US$ 400 millones. Estos proyectos benefician directamente a poblaciones marginadas en los sectores de agricultura, educación, energía, saneamiento, salud, transporte y vivienda. """,,1
XM-DAC-46008-cfa011860,2,1,"Contribuir a la mitigación de inundaciones y a la adecuada gestión de las cuencas hidrográficas, regulando el efecto de inundaciones al implementar medidas estructurales y no estructurales priorizadas, aplicando sistemas de alerta temprana y modelos sostenibles de gestión del drenaje urbano.",,1
XM-DAC-46008-cfa011860,1,2,"El Programa de Drenaje y Mitigación de Inundaciones de Trinidad implementará una primera etapa del Plan Estratégico de Drenaje. Este Plan, entendido como un documento conceptual y contextual, aborda de forma integral los problemas de drenaje de aguas de lluvia, gestión y usos del suelo y el control de inundaciones en Trinidad< y permite al Gobierno de Trinidad y Tobago formalizar y estructurar un Programa de inversiones para el desarrollo de medidas de control propuestas. El Programa de Drenaje y Mitigación de las Inundaciones de Trinidad se centra en medidas estructurales priorizadas para el corto plazo e incluye el desarrollo de medidas no estructurales para el fortalecimiento institucional y desarrollo tambien como la sostenibilidad financiera. Las medidas identificadas y priorizadas parten de una marcada concepción técnica que considera la gestión integral de los sistemas hidrológicos e impulsa una mayor resiliencia de Trinidad mediante medidas de adaptación a los efectos del cambio climático. ",,1
XM-DAC-46008-cfa007644,2,1,"El objetivo de la inversión en el Fondo es impulsar empresas innovadoras y de base tecnológica en el sector salud y ciencias de la vida en Brasil, mediante canalización de recursos fiinancieros, y generando valor a través de una gestión estratégica y operativa activa, orientada a la consolidación y expansión de los negocios invertidos.",,1
XM-DAC-46008-cfa007644,1,2,"El Fondo FinHealth I - Fundo de Investimento em Participações em Empresas Emergentes  Innovadoras (FIP-EEI),” fue establecido en el año 2011 como un fondo local en Brasil regulado por la CVM (Comissão de Valores Mobiliários).  El Gestor FinHealth Gestão de Recursos S.A., es una gestora especializada en  inversiones en capital de riesgo en el sector de salud. Constituida en Brasil, con su oficina principal en Río de Janeiro. La estrategia de inversión del Fondo está enfocada en realizar inversiones en empresas  innovadoras de base tecnológica en el sector de salud y ciencias de vida en Brasil.",,1
XM-DAC-46008-cfa011100,2,1,"El objetivo de este financiamiento es financiar parcialmente el vehículo con propósito específico Infraestructura Educativa II, para el diseño, construcción, financiación, operación y mantenimiento de la infraestructura educativa pública correspondiente a los 42 Centros. Son excluidos los servicios educativos y de alimentación, los cuales serán provistos por la Autoridad Pública Concedente  APC.",,1
XM-DAC-46008-cfa011100,1,2,"El proyecto desarrollado por Infraestructura Educativa II S.A., cuyos accionistas son Saceem, Berkes y Stiler, consiste en el diseño, construcción, operación y mantenimiento de 42 centros de infraestructura educativa pública en Uruguay, incluyendo 23 escuelas, 9 polos tecnológicos y 10 polideportivos distribuidos en 15 departamentos del país (con mayor concentración en el área metropolitana). El proyecto se enmarca en el programa de proyectos de Participación Público-Privada (PPP) de Uruguay, a través de un contrato de concesión por 22 años vigente hasta 2041.",,1
XM-DAC-46008-cfa009854,2,1,"Mejorar las condiciones de vida y el entorno social y ambiental de cerca de 83.100 habitantes residentes en los corregimientos de  Burunga y Arraiján Cabecera del Distrito de Arraiján, en la Provincia de Panamá Oeste, mediante la construcción de un sistema de  recolección y tratamiento de aguas residuales",,1
XM-DAC-46008-cfa009854,1,2,"El Proyecto consiste en la construcción, operación y mantenimiento de un sistema integrado de colectores, redes de alcantarillado, estaciones de bombeo, líneas de impulsión, conexiones domiciliarias, y una planta de tratamiento de aguas residuales con capacidad de 400 l/s en una primera etapa, en los corregimientos de Burunga y Arraiján Cabecera, distrito de Arraiján, en la provincia de Panamá Oeste. Lo anterior implica el tendido de aproximadamente 250 km de tuberías, entre redes y colectoras. El Proyecto consta de los siguientes componentes: Componente 1. Alcantarillado sanitario. Contempla el diseño y construcción de las redes de alcantarillado sanitario, colectoras y sub-colectoras principales, incluyendo conexiones domiciliarias e intradomiciliarias, estaciones de bombeo, líneas de impulsión, y obras de protección de cauces de ríos y quebradas. Los sistemas serán dimensionados con una capacidad para transportar los caudales futuros, con un horizonte de diseño al año 2050. La UCP ha dividido las redes de alcantarillado en dos sectores o cuencas: Burunga y Arraiján Cabecera. CAF financiará las redes del sector Arraiján Cabecera, conformado por 3 cuencas aportantes: río Potrero-Nuevo Chorrillo< río Perico< y río Cáceres. De los US$ 95 MM del financiamiento CAF, US$ 42,9 MM serán destinados para este componente. Componente 2. Planta de Tratamiento de Aguas Residuales (PTAR). Contempla el diseño y construcción de la PTAR de Arraiján Este, el interceptor y la infraestructura necesaria que garantice el caudal para la operación inicial de la planta. La planta será licitada mediante un esquema de diseño, construcción, operación y mantenimiento por 10 años. Este componente incluirá también la operación y mantenimiento de todo el sistema de alcantarillado sanitario de Burunga y Arraiján Cabecera. Componente 3. Fortalecimiento institucional. Fortalecimiento para el monitoreo y control de la contaminación en los cuerpos de agua y de la operación y mantenimiento de la infraestructura de saneamiento construida. Componente 4. Estudios de viabilidad para Panamá Oeste y administración del Proyecto. Comprende el financiamiento de la Gerencia de Proyecto, la preparación de estudios de viabilidad, diseños básicos, y actividades de preparación de futuras inversiones de saneamiento en la provincia de Panamá Oeste. En este componente, los recursos CAF (US$ 52.1 MM) se utilizarán para financiar la Gerencia del Proyecto y los estudios para la continuación de las obras de Panamá Oeste (La Chorrera). ",,1
XM-DAC-46008-cfa008779,1,1,"Inversión Patrimonial Directa por (USD) 1.352.744,02) La participación accionaria de CAF es de 1,14% dirigida al apoyo  a la financiación de proyectos dirigidos al sector privado principalmente.",,1
XM-DAC-46008-cfa008779,2,2,"El objetivo de la inversión en COFIDES es respaldar su actividad de financiamiento a mediano y largo plazo en proyectos de inversión privados alineados con su mandato y plan estratégico, incluyendo la internacionalización de empresas españolas y la promoción del desarrollo sostenible en paises emergentes, incluyendo Latinoamérica y el Caribe.",,1
